analysis             sr                         o          b          db                  s                     ds                    s95obs    s95exp    robscons                rexpcons                
atlas_2209_13935     SR-BDT-SF-inc-78           86.0       108.0      23.0                0                     0.0                   27.0      37.0      0.0                     0.0                     
atlas_2209_13935     SR-BDT-SF-inc-79           47.0       58.0       15.0                0                     0.0                   20.0      25.0      0.0                     0.0                     
atlas_2209_13935     SR-BDT-SF-inc-80           22.0       28.0       8.0                 0                     0.0                   12.0      16.0      0.0                     0.0                     
atlas_2211_08028     SR-Gbb-2000-1800           1.0        0.6        0.5                 0                     0.0                   3.7       3.4       0.0                     0.0                     
atlas_2211_08028     SR-Gbb-2100-1600           0.0        1.8        1.3                 0                     0.0                   3.0       4.0       0.0                     0.0                     
atlas_2211_08028     SR-Gbb-2300-1000           1.0        1.2        0.6                 1.5123712851649893    0.7567669718906295    3.6       3.7       0.07535373646232141     0.07331714899036677     
atlas_2211_08028     SR-Gbb-2800-1400           1.0        1.4        0.6                 2.284158615984302     0.9330182858438096    3.7       3.9       0.20378611545958222     0.19333554543601392     
atlas_2211_08028     SR-Gbb-B                   7.0        3.9        1.4                 5.438091501695113     1.4544939813424875    9.3       6.7       0.3282496099240251      0.4556300555661841      
atlas_2211_08028     SR-Gbb-C                   32.0       33.0       9.0                 6.58983750456173      1.5997495612912664    18.0      19.0      0.22034712355800298     0.2087499065286344      
atlas_2211_08028     SR-Gbb-M                   18.0       13.0       4.0                 5.790767068804112     1.4966426023810162    16.0      13.0      0.20851707505620287     0.25663640006917277     
atlas_2211_08028     SR-Gtb-B                   8.0        2.8        0.9                 5.423313566717617     1.4508324147854639    11.3      6.0       0.2693759651742882      0.5073247344115761      
atlas_2211_08028     SR-Gtb-C                   4.0        6.0        2.2                 0.7700286672343486    0.5444964932291677    5.0       7.0       0                       0                       
atlas_2211_08028     SR-Gtb-M                   1.0        1.2        0.6                 0.7700286672343486    0.5444964932291677    3.6       3.7       0                       0                       
atlas_2211_08028     SR-Gtt-0L-B                3.0        0.81       0.32                3.8747169876185388    1.2262374352599523    6.59      3.71      0.2828054011824305      0.5023416694857729      
atlas_2211_08028     SR-Gtt-0L-C                5.0        1.7        0.8                 0                     0.0                   8.3       5.3       0.0                     0.0                     
atlas_2211_08028     SR-Gtt-0L-M1               3.0        1.3        0.6                 2.7397934157706283    1.0360875149947724    6.2       4.4       0.16784030502890349     0.23650224799527308     
atlas_2211_08028     SR-Gtt-0L-M2               5.0        3.0        1.3                 1.9697627635886668    0.8814754322048168    8.0       6.0       0.0655178818465959      0.0873571757954612      
atlas_2211_08028     SR-Gtt-1800-1              0.0        0.52       0.27                2.362018186097433     0.9648233944884088    3.01      2.91      0.25903914257024674     0.26794083131836516     
atlas_2211_08028     SR-Gtt-1900-1400           1.0        1.0        1.0                 0                     0.0                   3.9       3.7       0.0                     0.0                     
atlas_2211_08028     SR-Gtt-1L-B                1.0        0.6        0.4                 0                     0.0                   3.7       3.2       0.0                     0.0                     
atlas_2211_08028     SR-Gtt-1L-C                2.0        4.0        2.0                 0.39669178042343434   0.39669166868631256   4.0       5.0       0                       0                       
atlas_2211_08028     SR-Gtt-1L-M1               0.0        0.56       0.27                0                     0.0                   3.01      2.92      0.0                     0.0                     
atlas_2211_08028     SR-Gtt-1L-M2               0.0        1.0        0.4                 0.39669178042343434   0.39669166868631256   3.1       3.0       0                       0                       
atlas_2211_08028     SR-Gtt-2100-1              0.0        0.6        0.4                 2.362018186097433     0.9648233944884088    3.1       2.9       0.2515186513343363      0.26886476521946295     
atlas_2211_08028     SR-Gtt-2300-1200           1.0        0.9        0.5                 0.7767338202704775    0.5492407792231602    3.6       3.4       0                       0                       
atlas_2411_02040     heavyresDNN-SR-bin00       770.0      733.0      15.0                0                     0.0                   92.0      61.0      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin01       647.0      612.4      11.6                0                     0.0                   81.5      55.7      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin02       484.0      502.8      9.0                 0                     0.0                   36.4      50.2      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin03       430.0      441.6      7.8                 0                     0.0                   37.6      44.6      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin04       423.0      410.0      7.4                 0                     0.0                   53.0      43.0      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin05       332.0      355.8      6.6                 0                     0.0                   26.5      39.3      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin06       313.0      323.8      6.4                 0                     0.0                   31.3      39.5      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin07       356.0      341.9      6.6                 0                     0.0                   50.2      40.1      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin08       321.0      333.3      6.8                 0                     0.0                   31.9      40.0      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin09       330.0      323.4      6.0                 0                     0.0                   43.2      39.4      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin10       328.0      319.8      6.0                 0                     0.0                   43.8      37.9      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin11       286.0      305.6      6.2                 0                     0.0                   25.6      38.1      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin12       285.0      268.5      5.6                 0                     0.0                   48.4      34.9      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin13       283.0      278.8      5.8                 0                     0.0                   39.4      36.6      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin14       292.0      294.7      6.5                 0                     0.0                   36.0      36.3      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin15       252.0      279.0      6.4                 0                     0.0                   22.0      36.0      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin16       299.0      315.9      8.5                 0                     0.0                   29.1      38.4      0.0                     0.0                     
atlas_2411_02040     heavyresDNN-SR-bin17       291.0      281.7      11.2                0                     0.0                   48.5      40.0      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin00         715.0      666.0      16.0                0                     0.0                   100.0     60.0      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin01         542.0      563.0      12.5                0                     0.0                   41.0      53.0      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin02         451.0      468.0      9.3                 0                     0.0                   38.0      48.0      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin03         411.0      432.7      8.1                 0                     0.0                   31.8      44.4      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin04         368.0      380.0      6.9                 0                     0.0                   34.0      42.0      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin05         351.0      356.6      6.4                 0                     0.0                   35.6      40.4      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin06         351.0      331.5      6.0                 0                     0.0                   54.4      39.2      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin07         315.0      333.8      6.1                 0                     0.0                   27.1      38.1      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin08         309.0      333.9      6.4                 0                     0.0                   25.1      39.0      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin09         321.0      295.6      6.0                 0                     0.0                   57.7      36.1      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin10         319.0      303.5      6.3                 0                     0.0                   50.2      36.9      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin11         324.0      290.7      6.5                 0                     0.0                   65.4      37.9      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin12         289.0      289.5      6.8                 0                     0.0                   36.1      37.0      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin13         316.0      283.5      6.9                 0                     0.0                   64.9      37.4      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin14         257.0      273.0      6.9                 0                     0.0                   26.0      36.0      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin15         225.0      238.4      6.3                 0                     0.0                   25.1      33.7      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin16         170.0      200.8      6.2                 0                     0.0                   16.7      30.2      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin17         85.0       81.5       3.5                 0                     0.0                   22.4      20.1      0.0                     0.0                     
atlas_2411_02040     nonresDNN-SR-bin18         44.0       40.6       2.9                 0                     0.0                   17.9      15.4      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin00            1643.0     1629.0     35.0                0                     0.0                   117.0     103.0     0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin01            863.0      878.0      15.0                0                     0.0                   56.0      66.0      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin02            571.0      588.0      11.0                0                     0.0                   42.0      53.0      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin03            434.0      419.0      8.8                 0                     0.0                   57.0      44.0      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin04            341.0      347.9      7.6                 0                     0.0                   36.2      41.3      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin05            292.0      308.6      6.6                 0                     0.0                   29.1      36.6      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin06            263.0      263.3      5.8                 0                     0.0                   34.1      35.9      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin07            237.0      243.3      5.2                 0                     0.0                   28.9      34.2      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin08            231.0      211.3      4.8                 0                     0.0                   47.8      30.8      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin09            204.0      206.7      4.7                 0                     0.0                   29.1      30.2      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin10            202.0      200.6      4.8                 0                     0.0                   32.5      30.3      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin11            195.0      185.5      4.8                 0                     0.0                   37.7      30.6      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin12            203.0      196.5      5.5                 0                     0.0                   34.8      31.2      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin13            195.0      199.9      6.1                 0                     0.0                   27.7      31.8      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin14            221.0      214.0      6.5                 0                     0.0                   38.0      32.0      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin15            233.0      214.0      6.0                 0                     0.0                   48.0      32.0      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin16            192.0      213.0      5.9                 0                     0.0                   20.0      31.0      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin17            141.0      141.4      5.7                 0                     0.0                   26.5      27.6      0.0                     0.0                     
atlas_2411_02040     resDNN-SR-bin18            8.0        8.55       0.9                 0                     0.0                   7.15      7.32      0.0                     0.0                     
atlas_conf_2015_082  SRZ                        21.0       10.3       2.3                 0.016599120128204452  0.011737410158769227  20.0      10.2      0                       0                       
atlas_conf_2016_013  0J_6j_2b                   9466.0     9000.0     2200.0              0.009094750070078752  0.009094749886367598  3717.0    3549.0    0                       0                       
atlas_conf_2016_013  0J_6j_3b                   2279.0     1850.0     530.0               0                     0.0                   1155.0    965.0     0.0                     0.0                     
atlas_conf_2016_013  0J_6j_m4b                  345.0      233.0      97.0                0                     0.0                   238.0     194.0     0.0                     0.0                     
atlas_conf_2016_013  1J_6j_3b-HM                215.0      184.0      56.0                0                     0.0                   115.0     101.0     0.0                     0.0                     
atlas_conf_2016_013  1J_6j_3b_LM                123.0      114.0      33.0                0.018363924198589964  0.012985264096028735  65.0      58.0      0                       0                       
atlas_conf_2016_013  1J_6j_m4b-HM               26.0       30.9       2.6                 0                     0.0                   9.9       13.2      0.0                     0.0                     
atlas_conf_2016_013  1J_6j_m4b_LM               50.0       40.3       3.4                 0                     0.0                   23.8      15.3      0.0                     0.0                     
atlas_conf_2016_013  m2J_6j_2b                  164.0      189.0      48.0                0.05471966489133827   0.02238458923055351   60.0      70.0      0.0003001489758871752   0.0002572705507604359   
atlas_conf_2016_013  m2J_6j_3b                  55.0       49.7       4.2                 0.008405210685819764  0.008405231278285857  21.6      17.5      0                       0                       
atlas_conf_2016_013  m2J_6j_m4b                 13.0       11.3       2.5                 0                     0.0                   10.9      9.3       0.0                     0.0                     
atlas_conf_2016_050  SR1                        37.0       24.0       3.0                 0.6576726354371063    0.15517398467965782   26.0      12.9      0.01550720386778721     0.031254829500966474    
atlas_conf_2016_050  bC2x_diag                  37.0       22.0       3.0                 0.4320313021954483    0.12490434181715661   27.5      12.4      0.008261388422374963    0.01832162754962189     
atlas_conf_2016_050  bC2x_med                   14.0       13.0       2.0                 0.14286687575698276   0.07154565712793405   9.9       9.0       0.0025789897037546386   0.0028368886741301025   
atlas_conf_2016_050  bCbv                       7.0        7.4        1.8                 0.06867070782184659   0.04858467427845439   7.2       7.3       0                       0                       
atlas_conf_2016_050  tN_high                    5.0        3.8        0.8                 0.6266306823290476    0.15214186106026328   7.2       5.5       0.05237750419308553     0.06856691458003925     
atlas_conf_2016_054  GG2J                       47.0       46.0       7.0                 0.35924964220168926   0.11985533233401581   20.0      19.0      0.008134344858695167    0.008562468272310702    
atlas_conf_2016_054  GG4J_high_x                2.0        3.4        0.9                 0.3354974163418362    0.11872968108405015   4.1       5.2       0.034336765698535124    0.027073219108460382    
atlas_conf_2016_054  GG4J_low_x                 4.0        6.0        1.6                 0.3110921284371645    0.11000907685528408   5.0       7.0       0.026135448478899724    0.018668177484928376    
atlas_conf_2016_054  GG4J_low_x_b_veto          2.0        3.3        1.2                 0.3110921284371645    0.11000907685528408   4.1       5.2       0.03187249814499967     0.025130238922018967    
atlas_conf_2016_054  GG6J_bulk                  32.0       24.0       5.0                 0.4579412660718347    0.13810839317933735   22.0      16.0      0.010520159148078249    0.014465218828607592    
atlas_conf_2016_054  GG6J_high_mass             3.0        3.8        1.2                 0.500073278574942     0.1444587642839136    5.0       5.6       0.052632181029864736    0.046993018776664945    
atlas_conf_2016_054  SS4J                       6.0        5.4        1.7                 0.1555217593204741    0.07776698698680853   7.7       6.8       0.003634272813260795    0.004115279509133548    
atlas_conf_2016_054  SS4J_lox_x                 8.0        11.1       2.7                 0.1555217593204741    0.07776698698680853   6.7       8.8       0.004176701591359421    0.0031799887116031956   
atlas_conf_2016_054  SS5J                       8.0        13.2       2.5                 0.2376744283953817    0.09711955318431369   5.9       8.9       0.013287857825950381    0.008808804626191826    
atlas_conf_2016_054  SS5J_high_x                7.0        4.6        1.4                 0.2376744283953817    0.09711955318431369   8.8       6.7       0.008908904678762188    0.011701247936284664    
atlas_conf_2016_066  SRH                        1.0        1.49       0.45                0.1733792833984757    0.07755155062668877   3.76      3.83      0.012285835204975032    0.012061289914022484    
atlas_conf_2016_066  SRL                        3.0        0.78       0.18                0                     0.0                   6.34      3.17      0.0                     0.0                     
atlas_conf_2016_076  SR_high                    8.0        17.3       7.5                 0                     0.0                   8.0       10.5      0.0                     0.0                     
atlas_conf_2016_076  SR_low                     21.0       35.0       14.0                0.03736692727147715   0.037366950663809066  15.7      19.2      0                       0                       
atlas_conf_2016_076  SR_t_df                    3.0        3.7        1.5                 0                     0.0                   5.1       5.7       0.0                     0.0                     
atlas_conf_2016_076  SR_t_sf                    5.0        4.7        2.0                 0.03460045580278517   0.03460041739374987   6.3       6.1       0                       0                       
atlas_conf_2016_076  SR_w_df                    6.0        5.3        2.2                 0                     0.0                   7.4       6.8       0.0                     0.0                     
atlas_conf_2016_076  SR_w_sf                    13.0       12.0       4.0                 0                     0.0                   11.1      10.3      0.0                     0.0                     
atlas_conf_2016_096  2LADF                      55.0       57.6       8.5                 0                     0.0                   20.0      21.8      0.0                     0.0                     
atlas_conf_2016_096  2LASF                      56.0       70.0       12.0                0                     0.0                   17.7      24.6      0.0                     0.0                     
atlas_conf_2016_096  2LBDF                      8.0        8.5        3.6                 0                     0.0                   8.6       9.0       0.0                     0.0                     
atlas_conf_2016_096  2LBSF                      19.0       20.7       5.0                 0                     0.0                   11.9      13.0      0.0                     0.0                     
atlas_conf_2016_096  2LCDF                      2.0        3.1        2.3                 0                     0.0                   4.7       5.4       0.0                     0.0                     
atlas_conf_2016_096  2LCSF                      9.0        10.2       3.3                 0                     0.0                   8.3       9.1       0.0                     0.0                     
atlas_conf_2016_096  3LH                        0.0        0.98       0.5                 0                     0.0                   3.01      3.09      0.0                     0.0                     
atlas_conf_2016_096  3LI                        2.0        4.41       1.14                0                     0.0                   3.93      5.67      0.0                     0.0                     
atlas_conf_2017_060  EM1                        111203.0   111100.0   2300.0              10.68701613926896     1.0058855618089009    4464.0    4471.0    0.002024499063150171    0.002021329415768813    
atlas_conf_2017_060  EM10                       245.0      226.0      16.0                10.68701613926896     1.0058855618089009    58.0      44.0      0.15581661755004075     0.20539463222505372     
atlas_conf_2017_060  EM2                        67475.0    67100.0    1400.0              0.5763665822195659    0.23548916979665033   3032.0    2741.0    6.271911073649717e-05   6.937772482782174e-05   
atlas_conf_2017_060  EM3                        35285.0    33820.0    940.0               0.1862228962094006    0.13168057822203957   2984.0    1854.0    0                       0                       
atlas_conf_2017_060  EM4                        27843.0    27640.0    610.0               0.6799232698481539    0.25746460657029335   1355.0    1235.0    0.00019017071223090243  0.00020864883811568647  
atlas_conf_2017_060  EM5                        8583.0     8360.0     190.0               1.7095101701459223    0.4034099735541647    582.0     410.0     0.0018005460713352102   0.0025558971061392494   
atlas_conf_2017_060  EM6                        2975.0     2825.0     78.0                2.0183888178111102    0.4408822760190672    302.0     184.0     0.004289211540198146    0.007039901549673044    
atlas_conf_2017_060  EM7                        1142.0     1094.0     33.0                1.9926697659105213    0.4350822830726872    128.0     92.0      0.009993240794307143    0.013903639365992548    
atlas_conf_2017_060  EM8                        512.0      463.0      19.0                1.9112106361035153    0.4275482811409065    97.0      57.0      0.012474551082808543    0.021228622018112785    
atlas_conf_2017_060  EM9                        223.0      213.0      9.0                 1.4212907929741423    0.36712046551998573   43.0      35.0      0.01905147045398525     0.023406092272039023    
atlas_conf_2017_060  IM1                        255486.0   245900.0   5800.0              10.68701613926896     1.0058855618089009    18674.0   11426.0   0.0004839543653155384   0.0007909472972083287   
atlas_conf_2017_060  IM10                       245.0      238.0      23.0                10.68701613926896     1.0058855618089009    58.0      53.0      0.15581661755004075     0.17051629845098798     
atlas_conf_2017_060  IM2                        144283.0   138000.0   3400.0              21.182595719642674    1.419465197129274     11687.0   7097.0    0.0016133030543638797   0.002656710271431684    
atlas_conf_2017_060  IM3                        76808.0    73000.0    1900.0              20.6062239822714      1.3997945688965676    6874.0    3767.0    0.0026637417645157153   0.0048607806979774435   
atlas_conf_2017_060  IM4                        41523.0    39900.0    1000.0              20.419994126607182    1.3935868337365136    3268.0    2001.0    0.00554911619316992     0.009062724497390954    
atlas_conf_2017_060  IM5                        13680.0    12720.0    340.0               19.74008116706246     1.3695977876072263    1520.0    722.0     0.011509171575912244    0.024229834896657355    
atlas_conf_2017_060  IM6                        5097.0     4680.0     160.0               18.030581307219965    1.3088375894268616    692.0     350.0     0.022953883902543225    0.04538310760159975     
atlas_conf_2017_060  IM7                        2122.0     2017.0     90.0                16.01218475668128     1.232348155408046     274.0     193.0     0.05106253205040906     0.0724929211492854      
atlas_conf_2017_060  IM8                        980.0      908.0      55.0                14.019512413194905    1.152989182219162     180.0     122.0     0.06738116752419711     0.09941483733078262     
atlas_conf_2017_060  IM9                        468.0      464.0      34.0                12.10829146678796     1.070786563255698     78.0      77.0      0.13272053209036686     0.13444417536426773     
atlas_conf_2019_020  SR-ISR                     30.0       23.0       2.2                 0                     0.0                   18.0      12.0      0.0                     0.0                     
atlas_conf_2019_020  SR-low                     51.0       46.0       5.0                 0                     0.0                   21.0      18.0      0.0                     0.0                     
cms_1908_04722       A01_2j_0b_600_600          11281.0    11303.0    120.0               99.33653906163227     6.005535190548321     295.0     312.0     0.30334732660723057     0.28681878637542635     
cms_1908_04722       A02_4j_0b_850_1700         74.0       69.5       6.1                 37.13575084755623     3.679685600860609     24.2      20.8      1.2851680356258195      1.4952435799108093      
cms_1908_04722       A03_6j_0b_600_600          505.0      485.0      18.0                26.97251490165174     3.1602315447317384    71.0      58.0      0.3068976784266435      0.37568508910847737     
cms_1908_04722       A04_8j_0-1b_600_600        92.0       87.3       6.1                 13.945714988390726    2.294617867110332     26.2      23.0      0.38864662924922827     0.44271920375346874     
cms_1908_04722       A05_10j_0-1b_850_1700      153.0      141.0      15.0                0                     0.0                   47.0      39.0      0.0                     0.0                     
cms_1908_04722       A06_4j_2b_300_300          10216.0    10182.0    122.0               22.75552225859853     2.9411876052865358    327.0     306.0     0.05483784277042389     0.0586012241370216      
cms_1908_04722       A07_2j_2b_600_600          287.0      299.0      14.0                17.0006136254251      2.536942811550581     36.0      43.0      0.35666742818005964     0.29860528870888714     
cms_1908_04722       A08_6j_2b_350_350          1637.0     1652.0     34.0                12.900612937859979    2.2144475572216553    94.0      101.0     0.09860552068102621     0.09177147469323232     
cms_1908_04722       A09_4j_2b_600_600          224.0      229.0      11.0                17.0006136254251      2.536942811550581     33.0      37.0      0.3890917398327923      0.34702776795897694     
cms_1908_04722       A10_8j_3b_300_300          168.0      171.5      9.4                 0.771379024239315     0.5454637715215426    29.2      32.5      0                       0                       
cms_1908_04722       A11_6j_1b_600_600          282.0      290.0      13.0                25.77647757744363     3.1285072376812275    38.0      43.0      0.5433085712538531      0.48013315599177714     
cms_1908_04722       A12_10j_3b_850_850         0.0        0.17       0.12                0.382659557419621     0.3826600374015869    2.95      2.9       0                       0                       
cms_1908_04722       B001_2-3j_0b_300_300       130718.0   130568.0   1100.0              0                     0.0                   2365.0    2257.0    0.0                     0.0                     
cms_1908_04722       B002_2-3j_0b_300_600       7820.0     7825.0     110.0               0                     0.0                   272.0     280.0     0.0                     0.0                     
cms_1908_04722       B003_2-3j_0b_300_1200      514.0      520.0      24.0                1.0734109735393205    0.6198352181105272    60.0      63.0      0.0009480202639675972   0.0009028764418739021   
cms_1908_04722       B004_2-3j_0b_350_350       100828.0   100945.0   760.0               0.38761215165570967   0.3876128428544238    1543.0    1600.0    0                       0                       
cms_1908_04722       B005_2-3j_0b_350_600       19319.0    19367.0    180.0               0.7151074587593151    0.5056664918956164    420.0     438.0     0                       0                       
cms_1908_04722       B006_2-3j_0b_350_1200      933.0      945.0      31.0                2.1592645697693484    0.8818034233712009    77.0      83.0      0.009261129291436092    0.008591650065549145    
cms_1908_04722       B007_2-3j_0b_600_600       6786.0     6807.0     99.0                1.434022047040032     0.7170145799798446    239.0     249.0     0.0010799922003058026   0.00103661901957063     
cms_1908_04722       B008_2-3j_0b_600_1200      277.0      280.0      15.0                4.271301952156046     1.2330750269135005    42.0      43.0      0.05354902161947393     0.05230369553530012     
cms_1908_04722       B009_2-3j_0b_850_850       933.0      963.0      34.0                11.867444849343903    2.0670367420035816    70.0      87.0      0.12110720846368613     0.09744258152250608     
cms_1908_04722       B010_2-3j_0b_850_1700      50.0       48.6       6.2                 20.66120974438444     2.7132241285118424    19.4      19.0      0.8356454728672692      0.853238009138159       
cms_1908_04722       B011_2-3j_1b_300_300       15272.0    15275.0    200.0               0                     0.0                   450.0     449.0     0.0                     0.0                     
cms_1908_04722       B012_2-3j_1b_300_600       1177.0     1170.0     50.0                0                     0.0                   122.0     117.0     0.0                     0.0                     
cms_1908_04722       B013_2-3j_1b_300_1200      71.0       74.5       8.0                 0                     0.0                   20.9      23.0      0.0                     0.0                     
cms_1908_04722       B014_2-3j_1b_350_350       11121.0    11126.0    140.0               0.3908000846233994    0.3908002827732227    339.0     340.0     0                       0                       
cms_1908_04722       B015_2-3j_1b_350_600       2530.0     2529.0     63.0                0                     0.0                   156.0     160.0     0.0                     0.0                     
cms_1908_04722       B016_2-3j_1b_350_1200      127.0      126.0      11.0                0.35979036906380074   0.35979045985781305   32.0      31.0      0                       0                       
cms_1908_04722       B017_2-3j_1b_600_600       728.0      735.0      30.0                0.38372285387125604   0.383723795553228     74.0      77.0      0                       0                       
cms_1908_04722       B018_2-3j_1b_600_1200      31.0       31.0       4.1                 0.353387113707404     0.3533865718643846    14.0      14.0      0                       0                       
cms_1908_04722       B019_2-3j_1b_850_850       112.0      110.0      9.8                 1.1576530070396092    0.6684054971843673    30.0      29.0      0.002048933055241564    0.002119585919215411    
cms_1908_04722       B020_2-3j_1b_850_1700      5.0        5.7        1.1                 3.656409450318131     1.1579308728871809    5.9       6.4       0.29786488453951765     0.2745941904348678      
cms_1908_04722       B021_2-3j_2b_300_300       1787.0     1784.0     74.0                0                     0.0                   168.0     163.0     0.0                     0.0                     
cms_1908_04722       B022_2-3j_2b_300_600       148.0      156.0      13.0                0                     0.0                   31.0      35.0      0.0                     0.0                     
cms_1908_04722       B023_2-3j_2b_300_1200      11.0       10.2       2.6                 0                     0.0                   9.7       8.9       0.0                     0.0                     
cms_1908_04722       B024_2-3j_2b_350_350       1159.0     1158.0     50.0                0                     0.0                   117.0     115.0     0.0                     0.0                     
cms_1908_04722       B025_2-3j_2b_350_600       322.0      327.0      19.0                0                     0.0                   49.0      51.0      0.0                     0.0                     
cms_1908_04722       B026_2-3j_2b_350_1200      13.0       14.8       3.4                 0.4165510313476805    0.41655085841101236   9.2       10.3      0                       0                       
cms_1908_04722       B027_2-3j_2b_600_600       50.0       57.3       7.3                 0                     0.0                   15.5      20.2      0.0                     0.0                     
cms_1908_04722       B028_2-3j_2b_600_1200      4.0        3.35       0.92                0                     0.0                   6.25      5.58      0.0                     0.0                     
cms_1908_04722       B029_2-3j_2b_850_850       9.0        9.4        2.0                 0                     0.0                   8.0       8.3       0.0                     0.0                     
cms_1908_04722       B030_2-3j_2b_850_1700      0.0        0.64       0.2                 0                     0.0                   2.99      2.94      0.0                     0.0                     
cms_1908_04722       B031_4-5j_0b_300_300       23241.0    23228.0    260.0               0                     0.0                   606.0     579.0     0.0                     0.0                     
cms_1908_04722       B032_4-5j_0b_300_600       7277.0     7279.0     120.0               0                     0.0                   280.0     291.0     0.0                     0.0                     
cms_1908_04722       B033_4-5j_0b_300_1200      726.0      727.0      31.0                0.3561602925854035    0.3561605478129768    80.0      80.0      0                       0                       
cms_1908_04722       B034_4-5j_0b_350_350       16720.0    16697.0    190.0               0.3862808301555483    0.3862812120475026    473.0     438.0     0                       0                       
cms_1908_04722       B035_4-5j_0b_350_600       13837.0    13814.0    160.0               2.175023268790361     0.8889578955556918    400.0     381.0     0.0017928308001975662   0.0018822370605748727   
cms_1908_04722       B036_4-5j_0b_350_1200      1141.0     1139.0     42.0                3.5939713523348122    1.137547062182411     107.0     104.0     0.016153216545379982    0.016619174714958253    
cms_1908_04722       B037_4-5j_0b_600_600       2028.0     2013.0     48.0                1.9101773494893504    0.8552472636104196    141.0     127.0     0.003599800263604697    0.0039966286391201755   
cms_1908_04722       B038_4-5j_0b_600_1200      291.0      292.0      14.0                6.538148254906834     1.5423510868225019    44.0      44.0      0.09110664710268024     0.09110664710268024     
cms_1908_04722       B039_4-5j_0b_850_850       360.0      366.0      20.0                4.738399181797506     1.3154612923902176    50.0      56.0      0.051620853245550984    0.046090047540670524    
cms_1908_04722       B040_4-5j_0b_850_1700      51.0       47.9       5.2                 20.943712058305522    2.7513423306016356    19.9      17.8      0.8257040520662735      0.9231185750628562      
cms_1908_04722       B041_4-5j_1b_300_300       7157.0     7159.0     140.0               0.3464086805096444    0.3464090048499325    310.0     322.0     0                       0                       
cms_1908_04722       B042_4-5j_1b_300_600       2387.0     2391.0     70.0                0                     0.0                   161.0     164.0     0.0                     0.0                     
cms_1908_04722       B043_4-5j_1b_300_1200      229.0      230.0      17.0                0                     0.0                   44.0      43.0      0.0                     0.0                     
cms_1908_04722       B044_4-5j_1b_350_350       4317.0     4320.0     97.0                0.7053734541684957    0.49882407320197797   221.0     224.0     0                       0                       
