SR     obs  bkg  bkg_err  S95_obs  S95_exp  
SR2jl  76   76   10       26       26       
SR2jm  72   72   9        24       24       
SR3j   269  269  18       48       48       
SR4jl  104  104  11       29       29       
SR4jm  176  176  14       37       37       
SR4jt  292  292  23       55       55       
SR5j   99   99   11       29       29       
SR6jl  141  141  14       35       35       
SR6jm  48   48   8        20       20       
SR6jt  5.6  5.6  2.4      7.3      7.3      
