5.0	0.0	10.0	0.0
12.5	10.0	15.0	0.03925
17.5	15.0	20.0	0.05246
21.5	20.0	23.0	0.04803
25.0	23.0	27.0	0.3773
28.5	27.0	30.0	0.7307
35.0	30.0	40.0	0.7587
45.0	40.0	50.0	0.7956
60.0	50.0	70.0	0.8142
80.0	70.0	90.0	0.8375
105.0	90.0	120.0	0.8585
135.0	120.0	150.0	0.8712
175.0	150.0	200.0	0.8541
250.0	200.0	300.0	0.8631
375.0	300.0	450.0	0.8756
525.0	450.0	600.0	0.885
700.0	600.0	800.0	0.9081
900.0	800.0	1000.0	0.9122
