0.05	0.0	0.1	0.9762
0.15	0.1	0.2	0.9679
0.25	0.2	0.3	0.9629
0.35	0.3	0.4	0.9575
0.45	0.4	0.5	0.9556
0.55	0.5	0.6	0.9564
0.65	0.6	0.7	0.9426
0.75	0.7	0.8	0.9497
0.85	0.8	0.9	0.9424
0.95	0.9	1.0	0.9495
1.05	1.0	1.1	0.8534
1.15	1.1	1.2	0.8588
1.25	1.2	1.3	0.854
1.35	1.3	1.4	0.8364
1.45	1.4	1.5	0.8255
1.55	1.5	1.6	0.8378
1.65	1.6	1.7	0.8126
1.75	1.7	1.8	0.8202
1.85	1.8	1.9	0.8251
1.95	1.9	2.0	0.809
