0.05	0.0	0.1	0.8926
0.15	0.1	0.2	0.782
0.25	0.2	0.3	0.7502
0.35	0.3	0.4	0.7503
0.45	0.4	0.5	0.7304
0.55	0.5	0.6	0.7456
0.65	0.6	0.7	0.7224
0.75	0.7	0.8	0.7131
0.85	0.8	0.9	0.7165
0.95	0.9	1.0	0.7071
1.05	1.0	1.1	0.6938
1.15	1.1	1.2	0.651
1.25	1.2	1.3	0.5183
1.35	1.3	1.4	0.4935
1.45	1.4	1.5	0.4287
1.55	1.5	1.6	0.3511
1.65	1.6	1.7	0.3143
1.75	1.7	1.8	0.2974
1.85	1.8	1.9	0.243
1.95	1.9	2.0	0.1754
