SR   obs    bkg    bkg_err  S95_obs  S95_exp  
250  52200  51800  2000     4007     3941     
300  19800  19600  830      1704     1567     
350  8320   8190   400      872      759      
400  3830   3930   230      378      434      
450  1830   2050   150      163      258      
500  934    1040   100      121      169      
550  519    509    66       129      123      
