SR         obs  bkg  bkg_err  S95_obs  S95_exp  
2jSoftLep  2    3.6  0.7      4.3      5.3      
5jSoftLep  9    7.7  1.9      9.2      8.1      
4jHighX    0    0.9  0.5      2.8      2.9      
4jLowX     1    1.3  0.5      3.9      4.1      
5j         0    1.3  0.6      2.8      3.5      
6j         10   4.4  1        12.5     6.5      
