SR           obs  bkg  bkg_err  S95_obs  S95_exp  
SR-Gbb-A     0    1.3  0.4      2.9      3.9      
SR-Gbb-B     0    1.5  0.6      3.0      3.8      
SR-Gbb-C     5    7.6  1.7      5.4      6.9      
SR-Gtt-0L-A  1    2.1  0.5      3.5      4.4      
SR-Gtt-0L-B  1    2.9  1.8      3.6      4.6      
SR-Gtt-0L-C  1    3.4  1.8      3.4      5.0      
SR-Gtt-1L-A  2    1.2  0.6      4.7      4.0      
SR-Gtt-1L-B  0    1.2  0.8      2.9      3.5      
