SR     obs   bkg   bkg_err  S95_obs  S95_exp  
2LASF  56.0  70.0  12.0     17.7     24.6     
2LADF  55.0  57.6  8.5      20.0     21.8     
2LBSF  19.0  20.7  5.0      11.9     13.0     
2LBDF  8.0   8.5   3.6      8.6      9.0      
2LCSF  9.0   10.2  3.3      8.3      9.1      
2LCDF  2.0   3.1   2.3      4.7      5.4      
3LI    2.0   4.41  1.14     3.93     5.67     
3LH    0.0   0.98  0.5      3.01     3.09     
